Code,Name,Product Group,Stock Unit,Part Number,DD Code,DMI Code,Schein Code,Henry Schein Sales Price (€),Variance (Henry Schein),Henry Schein URL,DMI IE Notes,DMI UK Notes,DentalSky Notes,Dontalia Notes,Henry Schein Notes,DMI IE Product,DMI UK Product,DentalSky Product,Dontalia Product,Henry Schein Product,DMI IE Pack Flag,DMI UK Pack Flag,DentalSky Pack Flag,Dontalia Pack Flag,Henry Schein Pack Flag,DMI IE Adjusted Variance,DMI UK Adjusted Variance,DentalSky Adjusted Variance,Dontalia Adjusted Variance,Henry Schein Adjusted Variance
ACA375,#Xylocaine Pump Spray 10% 50ml (169),MEDICINES,Each,169,ACA375,,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Sodium Chloride 0.9% for Infusion 10ml  20pk,Sodium Chloride 0.9% for Infusion 10ml  20pk,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMP175,*Coltene Fill-Up! Refill (60019341) - Each, FILLING MATERIALS ANTERIOR,Each,60019341,FCC112,,1137465,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA1209,*Coltene ParaCore Automix 5ml Intro Kit (5885) - Each, FILLING MATERIALS ANTERIOR,Each,5885,FCC024,,1080080,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Perfection Plus Eco+ Barbed Broaches 21mm 15/40,Perfection Plus Eco+ Barbed Broaches 21mm 15/40,,,,UNKNOWN,UNKNOWN,,,,,,,,
FAC404,*Coltene ParaCore White Automix Refill 5ml (5886) - Pack2, FILLING MATERIALS ANTERIOR,Pack (2),5886,FCC026,,1080078,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Coltene Paracore Automix Syringe - 2 x 5ml White,Coltene Paracore Automix Syringe - 2 x 5ml White,,,,MATCH,MATCH,,,,,,,,
OH059,*Dentsply Illumine 10% Refill Kit 5x2x3ml (61501608) - Pack5,ORAL HYGIENE,Box (5),61501608,PGD051,,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,SDI Pola Night 16% CP Dispenser Pack 50 x 3g,SDI Pola Night 16% CP Dispenser Pack 50 x 3g,,,,MISMATCH (ours:5 theirs:50),MISMATCH (ours:5 theirs:50),,,,N/A,N/A,,,
FMA1220,*GC everStick C&B 8cm Refill (10003419) - Each, FILLING MATERIALS ANTERIOR,Each,10003419,TKG003,,1120755,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
TKG001,*GC everStick Intro Pack (10003420) - Each, FILLING MATERIALS ANTERIOR,Each,10003420,TKG001,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
TKG005,*GC everStick NET 30cm2 (10003403), FILLING MATERIALS ANTERIOR,Each,10003403,,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
TKG006,*GC everStick ORTHO 2 x 12cm Refill (Each) 10003416,Orthodontics and Accessories,Each,10003416,TKG006,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
TKG008,*GC everStick PERIO 2 x 12cm Refill (10003407) - Pack2, FILLING MATERIALS ANTERIOR,Pack (2),10003407,TKG008,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA1139,*GC everStick Perio 8cm (10003417) - Each, FILLING MATERIALS ANTERIOR,Each,10003417,TKG007,,1120756,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA1369,*GC G-CEM LinkForce Cement Syringe Opaque 5ml (10001343), FILLING MATERIALS ANTERIOR,Each,10001343,LCF092,,1176646,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
LCF091,*GC G-CEM LinkForce Cement Syringe Translucent 5ml 10001342, FILLING MATERIALS ANTERIOR,Each,10001342,LCF091,,1176645,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
LCF086,*GC G-CEM LinkForce Starter Kit A2 (10001339) - Each, FILLING MATERIALS ANTERIOR,Each,10001339,LCF086,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA1270,*Ivoclar SpeedCEM Plus Refill Transparent 9g - Each, FILLING MATERIALS ANTERIOR,Each,681712,FWI205,,1173536,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMT075,*Ivoclar Vivadent Cervitec Plus Single Dose Assorted 602271, FILLING MATERIALS ANTERIOR,Pack (20),602271,,,1090183,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA1271,*Ivoclar Vivadent SpeedCEM Plus Refill Opaque 9g - Each, FILLING MATERIALS ANTERIOR,Each,681711,FWI204,,1173535,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA1269,*Ivoclar Vivadent SpeedCEM Plus Starter Pack Transparent, FILLING MATERIALS ANTERIOR,Each,681713WW,FWI200,,1173537,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FBD191,*Kerr Optibond Universal Bottle Kit 5ml (36517) - Each, FILLING MATERIALS ANTERIOR,Each,36517,FBD191,,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Roeko GP Points Supra Top Colour 100 Pack  70,Roeko GP Points Supra Top Colour 100 Pack  70,,,,MISMATCH (ours:1 theirs:70),MISMATCH (ours:1 theirs:70),,,,N/A,N/A,,,
FBD193,*Kerr Optibond Universal Bottle Refill 5ml (36519) - Each, FILLING MATERIALS ANTERIOR,Each,36519,FBD193,,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Kerr Optibond Universal 5ml Bottle,Kerr Optibond Universal 5ml Bottle,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA065A,*Kerr Vertise Flow Refill A2 2x2g (34402) - Pack2, FILLING MATERIALS ANTERIOR,Pack (2),FNK012,FNK012,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA066A,*Kerr Vertise Flow Refill A3 2x2g (34403) - Pack2, FILLING MATERIALS ANTERIOR,Pack (2),FNK014,FNK014,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA1328,*Kerr Vertise Flow Refill B2 2x2g (34406) - Pack2, FILLING MATERIALS ANTERIOR,Pack (2),FNK020,FNK020,,1110407,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC424,*Kuraray Clearfil Ceramic Primer Plus 4ml (#3637-EU) - Each, FILLING MATERIALS ANTERIOR,Each,#3637-EU,FQD000,,1136341,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC315,*Kuraray Clearfil DC Activator 4ml (KUR3250), FILLING MATERIALS ANTERIOR,Each,#3250-EU,,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FCD026,*Kuraray Clearfil DC Core Plus White Syringe 9ml (KUR2943), FILLING MATERIALS ANTERIOR,Each,#2943-EU,FCD026,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC372,*Kuraray Clearfil Photo Bond Catalyst 6ml (#073-EU) - Each, FILLING MATERIALS ANTERIOR,Each,#073-EU,,,1161547,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC407,*Kuraray Clearfil Photo Bond Universal 6ml (KUR0410) - Each, FILLING MATERIALS ANTERIOR,Each,#0410-11,,,1161546,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC359,*Kuraray Clearfil Porcelain Bond Activator 4ml (KUR0519), FILLING MATERIALS ANTERIOR,Each,#0519-EU,,,1125008,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC296,*Kuraray Clearfil SE Bond 2 Kit - Each 3270-EU, FILLING MATERIALS ANTERIOR,Each,#3270-EU,FBD015,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC298,*Kuraray Clearfil SE Bond 2 Primer 6ml - Each, FILLING MATERIALS ANTERIOR,Each,#3282-EU,,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC297,*Kuraray Clearfil SE Bond 2 Refill 5ml - Each (3281-EU), FILLING MATERIALS ANTERIOR,Each,#3281-EU,FBD016,,1177313,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC419,*Kuraray Clearfil Universal Bond Quick Refill 5ml - Each, FILLING MATERIALS ANTERIOR,Each,#3572-EU,FBD017,,1181267,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC355,*Kuraray Panavia 21 ED Primer Liquid A 4ml - Each, FILLING MATERIALS ANTERIOR,Each,#1053-EU,FPW232,,1161544,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC356,*Kuraray Panavia 21 ED Primer Liquid B 4ml - Each, FILLING MATERIALS ANTERIOR,Each,#0058-EU,FPW233,,1161545,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC020,*Kuraray Panavia 21 Ex Complete Kit - Each, FILLING MATERIALS ANTERIOR,Each,#0020-EU,FPW220,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC086,*Kuraray Panavia 21 Ex Paste Refill 15.5gm - Each, FILLING MATERIALS ANTERIOR,Each,#455-EU,FPW228,,459582,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA1159,*Kuraray Panavia 21 Opaque Complete Kit (KUR0022) - Each, FILLING MATERIALS ANTERIOR,Each,#0022-EU,FPW224,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC388,*Kuraray Panavia 21 Opaque Refill 2x4ml (#475-EU) - Each, FILLING MATERIALS ANTERIOR,Each,#475-EU,,,459577,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC420,*Kuraray Panavia 21 TC Complete Kit - Each, FILLING MATERIALS ANTERIOR,Each,#0021-EU,FPW222,,459580,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC043,*Kuraray Panavia 21 TC Refill 15.5gm (#465-EU) - Each, FILLING MATERIALS ANTERIOR,Each,#465-EU,FPW226,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC049,*Kuraray Panavia F 2.0 ED Primer Liquid A 4ml (491-EU) -Each, FILLING MATERIALS ANTERIOR,Each,#491-EU,FPW440,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC050,*Kuraray Panavia F 2.0 ED Primer Liquid B 4ml - Each, FILLING MATERIALS ANTERIOR,Each,#492-EU,FPW442,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC044A,*Kuraray Panavia F 2.0 Intro Kit Opaque (482-EU) - Each, FILLING MATERIALS ANTERIOR,Each,#482-EU,FPW434,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC211,*Kuraray Panavia F 2.0 Intro Kit TC - Each, FILLING MATERIALS ANTERIOR,Each,#480-EU,FPW432,,1077045,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FPW430,*Kuraray Panavia F 2.0 Intro Kit White (481-EU) - Each, FILLING MATERIALS ANTERIOR,Each,#481-EU,FPW430,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC030,*Kuraray Panavia F 2.0 Introductory Kit Light (483-EU) -Each, FILLING MATERIALS ANTERIOR,Each,#483-EU,FPW436,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC015,*Kuraray Panavia F 2.0 Oxyguard II Syringe 6ml (490-EU)-Each, FILLING MATERIALS ANTERIOR,Each,#490-EU,FPW240,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC193A,*Kuraray Panavia F 2.0 Paste A 5g (493-EU) - Each, FILLING MATERIALS ANTERIOR,Each,#493-EU,FPW428,,1069198,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC192A,*Kuraray Panavia F 2.0 Paste B Light 4.6g (497-EU) - Each, FILLING MATERIALS ANTERIOR,Each,#497-EU,FPW426,,1069182,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC185,*Kuraray Panavia F 2.0 Paste B Opaque 4.6g (496-EU) - Each, FILLING MATERIALS ANTERIOR,Each,#496-EU,FPW424,,1069180,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC098A,*Kuraray Panavia F 2.0 Paste B White (495-EU) - Each, FILLING MATERIALS ANTERIOR,Each,#495-EU,FPW420,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FPW422,*Kuraray Panavia F 2.0 Paste TC 4.6g (494-EU) - Each, FILLING MATERIALS ANTERIOR,Each,#494-EU,FPW422,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FPW416,*Kuraray Panavia F 2.0 Standard Kit Light - Each, FILLING MATERIALS ANTERIOR,Each,#488-EU,FPW416,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC170,*Kuraray Panavia F 2.0 Standard Kit Opaque - Each, FILLING MATERIALS ANTERIOR,Each,#487-EU,FPW414,,1048792,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC392,*Kuraray Panavia F 2.0 Standard Kit TC - Each, FILLING MATERIALS ANTERIOR,Each,#485-EU,FPW412,,1048791,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC093,*Kuraray Panavia F 2.0 Standard Kit White - Each, FILLING MATERIALS ANTERIOR,Each,#486-EU,FPW410,,1048794,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA1180,*Kuraray Panavia V5 Introductory Kit Clear (KUR3605), FILLING MATERIALS ANTERIOR,Each,#3605-EU,FPW457,,1157001,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA1179,*Kuraray Panavia V5 Introductory Kit Universal A2 (3604-EU), FILLING MATERIALS ANTERIOR,Each,#3604-EU,FPW452,,1157000,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA1451,*Kuraray Panavia V5 Paste Clear 4.6ml (KUR3612) - Each, FILLING MATERIALS ANTERIOR,Each,#3612-EU,FPW461,,1157003,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA1260,*Kuraray Panavia V5 Paste Opaque 4.6ml (KUR3615) - Each, FILLING MATERIALS ANTERIOR,Each,#3615-EU,FPW464,,1157006,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA1195,*Kuraray Panavia V5 Paste Universal A2 4.6ml (KUR3611) -Each, FILLING MATERIALS ANTERIOR,Each,#3611-EU,FPW460,,1157002,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FPW463,*Kuraray Panavia V5 Paste White 4.6ml (3614-EU) - Each, FILLING MATERIALS ANTERIOR,Each,#3614-EU,FPW463,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA1177,*Kuraray Panavia V5 Professional Kit (KUR3600) - Each, FILLING MATERIALS ANTERIOR,Each,#3600-EU,FPW459,,1156997,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FPW469,*Kuraray Panavia V5 Refills Try-in Paste Opaque (3625-EU), FILLING MATERIALS ANTERIOR,Each,#3625-EU,,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA1178,*Kuraray Panavia V5 Standard Kit Clear (KUR3602) - Each, FILLING MATERIALS ANTERIOR,Each,#3602-EU,FPW455,,1156999,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA1133,*Kuraray Panavia V5 Standard Kit Universal A2 (3601-EU), FILLING MATERIALS ANTERIOR,Each,#3601-EU,FPW450,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FPW472,*Kuraray Panavia V5 Tooth Primer 4ml (3635-EU) - Each, FILLING MATERIALS ANTERIOR,Each,#3635-EU,FPW472,,1179290,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
