Code,Name,Manufacturer,Part Number,Product Group Description,Stock Unit Name,Cost Price,Sales Price (£),Sales Price (€),Margin,DMI Sales Price (€),Variance (DMI IE),DMI URL (IE),DMI IE Notes,DMI IE Product,DMI IE Pack Flag,DMI IE Adjusted Variance,DMI Sales Price (£),Variance (DMI UK),DMI URL (UK),DMI UK Notes,DMI UK Product,DMI UK Pack Flag,DMI UK Adjusted Variance,DentalSky Sales Price (£),Variance (DentalSky),DentalSky URL,DentalSky Notes,DentalSky Product,DentalSky Pack Flag,DentalSky Adjusted Variance,Dontalia Sales Price (€),Variance (Dontalia),Dontalia URL,Dontalia Notes,Dontalia Product,Dontalia Pack Flag,Dontalia Adjusted Variance,Henry Schein Sales Price (€),Variance (Henry Schein),Henry Schein URL,Henry Schein Notes,Henry Schein Product,Henry Schein Pack Flag,Henry Schein Adjusted Variance
IAO005,Ortho-Care Alginate Berry Flavoured 500g (9001-IE002) - Each,Ortho-Care,9001-IE002,IMPRESSION MATERIALS,Each,£15.07,£21.12,€24.50,28.6%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,,,,,,,
ICU171,UnoDent Imprep 2 AC Putty Soft Normal Set 2x300ml - Each,UnoDent,ICU171,IMPRESSION MATERIALS,Each,£15.62,£37.38,€43.36,58.2%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,N/A,N/A,,Not listed on competitor,,,,N/A,N/A,,Not listed on competitor,,,,,,,,,,
IM039,Zhermack Hydrogum Refill 500g (C302025) - Each,Zhermack,C302025,IMPRESSION MATERIALS,Each,£5.57,£9.45,€10.96,41.1%,€13.50,-18.8%,https://www.dmi.ie/products/zhermack-hydrogum-500g-zher-c302025.html,,Zhermack Hydrogum Alginate Refill 500G,UNKNOWN,,£11.42,-17.3%,https://www.dmi.co.uk/products/zhermack-hydrogum-500g-zher-c302025.html,,Zhermack Hydrogum Alginate Refill 500G,UNKNOWN,,£8.50,11.2%,https://www.dentalsky.com/hydrogum.html,,,,,€7.45,,https://www.dontalia.com/hydrogum-500g-bag,,,,,,,,,,,
IM119,Zhermack Hydrogum 5 Refill 453g Extra Fast  (C302070) - Each,Zhermack,C302070,IMPRESSION MATERIALS,Each,£6.30,£12.95,€15.02,51.4%,€15.50,-3.1%,https://www.dmi.ie/products/zhermack-hydrogum-5-day-453g-zher-c302070.html,,Zhermack Hydrogum 5 Day Alginate Refill 453G,UNKNOWN,,£13.33,-2.9%,https://www.dmi.co.uk/products/zhermack-hydrogum-5-day-453g-zher-c302070.html,,Zhermack Hydrogum 5 Day Alginate Refill 453G,UNKNOWN,,£9.65,34.2%,https://www.dentalsky.com/hydrogum-5-alginate-453g.html,,,,,€8.79,,https://www.dontalia.com/hydrogum-5.html,,,,,,,,,,,
IM195,UnoDent Alginate Fast Set Vanilla Refill 500g (IAA300) -Each,UnoDent,IAA300,IMPRESSION MATERIALS,Each,£3.43,£5.59,€6.48,38.6%,€6.99,-7.3%,https://www.dmi.ie/products/unodent-fast-alginate-refill-500g-vanilla-uno-iaa300.html,,UnoDent Fast Set Alginate Refill 500g Vanilla,UNKNOWN,,£7.70,,https://www.dmi.co.uk/products/alcohol-surface-disinfectant-spray-economy-refill-5-litre-uno-gsc305.html?name=UnoDent&type=simple&_gl=1*10cyijy*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3NzQyMS4zLjEuMTc0NDE3OTQwMy4wLjAuMA..,,,,,N/A,N/A,,Not listed on competitor,,,,N/A,N/A,,Not listed on competitor,,,,,,,,,,
IM246,UnoDent Alginate Fast Set Mint Refill 500g (IAA310) - Each,UnoDent,IAA310,IMPRESSION MATERIALS,Each,£2.64,£6.42,€7.45,58.9%,€5.75,29.6%,https://www.dmi.ie/products/unodent-fast-alginate-refill-500g-mint-uno-iaa310.html,,UnoDent Fast Set Alginate Refill 500g Mint,UNKNOWN,,£5.15,24.7%,https://www.dmi.co.uk/products/unodent-fast-alginate-refill-500g-mint-uno-iaa310.html,,UnoDent Fast Set Alginate Refill 500g Mint,UNKNOWN,,N/A,N/A,,Not listed on competitor,,,,N/A,N/A,,Not listed on competitor,,,,,,,,,,
IMA030,"Covidien Monoject 3ml Endo Syringes & Needles 27Gx1.25"" -100",Covidien,1180327114E,IMPRESSION MATERIALS,Box (100),£16.53,£24.83,€28.80,33.4%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,,,,,,,
IMA123,UnoDent Mixing Pad 7.5x7.5cm Non Skid (CTP011) - Each,Unodent,CTP011,IMPRESSION MATERIALS,Each,£1.41,£2.70,€3.13,47.8%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,N/A,N/A,,Not listed on competitor,,,,N/A,N/A,,Not listed on competitor,,,,,,,,,,
IMT009,J&S Davis Solo Impression Trays No.13 Upper Average - Box25,J&S Davis,SOL1013,IMPRESSION MATERIALS,Box (25),£11.82,£20.03,€23.23,41.0%,€29.07,-20.1%,https://www.dmi.ie/products/j-s-davis-solo-trays-upper-13-dentate-average-25pk-davi-sol1013.html?name=J&S%20Davis&type=simple&_gl=1*10s0ip3*_up*MQ..*_ga*MzI4NzQ0ODA0LjE3NDQxMTg5MTU.*_ga_0T1NKWVSZ2*MTc0NDExODkxNS4xLjEuMTc0NDExOTIwNi4wLjAuMA..,,,,,£24.34,,https://www.dmi.co.uk/products/j-s-davis-solo-trays-upper-13-dentate-average-25pk-davi-sol1013.html?name=J&S%20Davis&type=simple&_gl=1*10s0ip3*_up*MQ..*_ga*MzI4NzQ0ODA0LjE3NDQxMTg5MTU.*_ga_0T1NKWVSZ2*MTc0NDExODkxNS4xLjEuMTc0NDExOTIwNi4wLjAuMA..,,,,,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,,,,,,,
IMT081,Pegasus Impression Trays No.1 Large Upper - Pack25,Astek Innovations,116125,IMPRESSION MATERIALS,Pack (25),£4.25,£5.90,€6.84,28.0%,€8.80,-22.2%,https://www.dmi.ie/products/pegasus-impression-tray-25pk-1-large-upper-a-pega-116125.html?name=Pegasus%20Impression%20Tra&type=simple&_gl=1*b2uwpo*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3MzMxMy4yLjEuMTc0NDE3MzMyNC4wLjAuMA..,,,,,£7.37,,https://www.dmi.co.uk/products/pegasus-impression-tray-25pk-1-large-upper-a-pega-116125.html?name=Pegasus%20Impression%20Tra&type=simple&_gl=1*b2uwpo*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3MzMxMy4yLjEuMTc0NDE3MzMyNC4wLjAuMA..,,,,,£7.05,-16.3%,https://www.dentalsky.com/pegasus-impression-trays-large-upper-25.html,,,,,N/A,,,Not listed on competitor,,,,,,,,,,
IMT082,Pegasus Impression Trays No.2 Large Lower - Pack25,Astek Innovations,116126,IMPRESSION MATERIALS,Pack (25),£4.25,£5.90,€6.84,28.0%,€8.79,-22.1%,https://www.dmi.ie/products/pegasus-impression-tray-25pk-2-large-lower-b-pega-116126.html?name=Pegasus%20Impression%20Tra&type=simple&_gl=1*hcdpa9*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3MzMxMy4yLjEuMTc0NDE3MzMyNC4wLjAuMA..,,,,,£7.36,,https://www.dmi.co.uk/products/pegasus-impression-tray-25pk-2-large-lower-b-pega-116126.html?name=Pegasus%20Impression%20Tra&type=simple&_gl=1*hcdpa9*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3MzMxMy4yLjEuMTc0NDE3MzMyNC4wLjAuMA..,,,,,£7.05,-16.3%,https://www.dentalsky.com/pegasus-impression-trays-large-lower-25.html,,,,,N/A,,,Not listed on competitor,,,,,,,,,,
IMT083,Pegasus Impression Trays No.3 Medium Upper - Pack25,Astek Innovations,116127,IMPRESSION MATERIALS,Pack (25),£4.19,£5.90,€6.84,29.0%,€8.30,-17.5%,https://www.dmi.ie/products/pegasus-impression-tray-25pk-3-medium-upper-c-pega-116127.html?name=Pegasus%20Impression%20Tra&type=simple&_gl=1*f2wccq*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3MzMxMy4yLjEuMTc0NDE3MzMyNC4wLjAuMA..,,,,,£6.95,,https://www.dmi.co.uk/products/pegasus-impression-tray-25pk-3-medium-upper-c-pega-116127.html?name=Pegasus%20Impression%20Tra&type=simple&_gl=1*f2wccq*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3MzMxMy4yLjEuMTc0NDE3MzMyNC4wLjAuMA..,,,,,£7.05,-16.3%,https://www.dentalsky.com/pegasus-impression-trays-medium-upper-25.html,,,,,N/A,,,Not listed on competitor,,,,,,,,,,
IMT084,Pegasus Impression Trays No.4 Medium Lower - Pack25,Astek Innovations,116128,IMPRESSION MATERIALS,Pack (25),£4.25,£5.90,€6.84,28.0%,€8.80,-22.2%,https://www.dmi.ie/products/pegasus-impression-tray-25pk-4-medium-lower-d-pega-116128.html?name=Pegasus%20Impression%20Tra&type=simple&_gl=1*f2wccq*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3MzMxMy4yLjEuMTc0NDE3MzMyNC4wLjAuMA..,,,,,£7.37,,https://www.dmi.co.uk/products/pegasus-impression-tray-25pk-4-medium-lower-d-pega-116128.html?name=Pegasus%20Impression%20Tra&type=simple&_gl=1*f2wccq*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3MzMxMy4yLjEuMTc0NDE3MzMyNC4wLjAuMA..,,,,,£7.05,-16.3%,https://www.dentalsky.com/pegasus-impression-trays-medium-lower-25.html,,,,,N/A,,,Not listed on competitor,,,,,,,,,,
IMT085,Pegasus Impression Trays No.5 Small Upper - Pack25,Astek Innovations,116129,IMPRESSION MATERIALS,Pack (25),£4.25,£5.90,€6.84,28.0%,€8.79,-22.1%,https://www.dmi.ie/products/pegasus-impression-tray-25pk-5-small-upper-e-pega-116129.html?name=Pegasus%20Impression%20Tra&type=simple&_gl=1*f2wccq*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3MzMxMy4yLjEuMTc0NDE3MzMyNC4wLjAuMA..,,,,,£7.36,,https://www.dmi.co.uk/products/pegasus-impression-tray-25pk-5-small-upper-e-pega-116129.html?name=Pegasus%20Impression%20Tra&type=simple&_gl=1*f2wccq*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3MzMxMy4yLjEuMTc0NDE3MzMyNC4wLjAuMA..,,,,,£7.05,-16.3%,https://www.dentalsky.com/pegasus-impression-trays-small-upper-25.html,,,,,N/A,,,Not listed on competitor,,,,,,,,,,
KIN005,Kin Gingival Mouthwash 250ml (340960) - Each,Kin,340960,ORAL HYGIENE,Each,£2.30,£3.06,€3.55,24.8%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,,,,,,,
LAB026B,"Orthodontic Box 9""x3""x3"" - Each",Nubox,YOM020,LABORATORY,Each,£0.85,£2.39,€2.77,64.4%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,,,,,,,
MEC396,Medicept Extreme Putty (5010) 2x250ml,Medicept,5010,MEDICEPT,Each,£23.15,£27.00,€31.32,14.2%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,,,,,,,
MED005,#Septodont Lignospan 2% Special 1.8ml - Box50,Septodont,LIGNO01A,MEDICINES,Box (50),£23.60,£28.84,€33.45,18.2%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,£31.25,-7.7%,,,,,,N/A,,,Not listed on competitor,,,,,,,,,,
MED006,#Septodont Xylonor Gel 15g - Each,Septodont,XYLON01,MEDICINES,Each,£7.58,£11.33,€13.14,33.1%,€13.85,-5.1%,,,,,,£12.48,-9.2%,https://www.dmi.co.uk/products/septodont-xylonor-gel-roi-15g-sept-xylon03.html,,Septodont Xylonor Gel 15g (ROI Only),UNKNOWN,,£11.75,-3.6%,,,,,,N/A,,,Not listed on competitor,,,,,,,,,,
MED008,#Septodont Lignospan 2% Special 2.2ml - Box50,Septodont,LIGNO02A,MEDICINES,Box (50),£23.60,£28.88,€33.50,18.3%,€40.96,-18.2%,,,,,,£35.66,-19.0%,https://www.dmi.co.uk/products/septodont-lignospan-2-2-2ml-roi-50pk-sept-ligno02.html,,Septodont Lignospan Special 2% 2.2ml X 50 Latex Free - ROI Customers Only,UNKNOWN,,£31.25,-7.6%,,,,,,N/A,,,Not listed on competitor,,,,,,,,,,
MED009,#Septodont Scandonest 3% Plain 2.2ml - Box50,Septodont,SCAND04,MEDICINES,Box (50),£24.15,£29.85,€34.63,19.1%,€41.98,-17.5%,,,,,,£35.12,,https://www.dmi.co.uk/products/scandonest-3-plain-2-2ml-x-50-latex-free-uk-only-sept-5006r.html,,,,,£31.75,-6.0%,,,,,,N/A,,,Not listed on competitor,,,,,,,,,,
MED010,"#Septodont Septanest 1:100,000 2.2ml - Box50",Septodont,SEPTA01,MEDICINES,Box (50),£25.25,£30.81,€35.74,18.0%,€42.35,-15.6%,https://www.dmi.ie/products/septanest-4-articaine-40ml-10ml-2-2ml-roi-only-sept-11825o-roi.html?_gl=1*1lzgmd8*_up*MQ..*_ga*NDg0MTE3MTgyLjE3NDQ3Mjk2MDk.*_ga_0T1NKWVSZ2*MTc0NDcyOTYwOS4xLjEuMTc0NDczMTE5NS4wLjAuMA..,,,,,£35.46,,https://www.dmi.co.uk/products/septanest-4-articaine-40ml-10ml-2-2ml-roi-only-sept-11825o-roi.html?_gl=1*1lzgmd8*_up*MQ..*_ga*NDg0MTE3MTgyLjE3NDQ3Mjk2MDk.*_ga_0T1NKWVSZ2*MTc0NDcyOTYwOS4xLjEuMTc0NDczMTE5NS4wLjAuMA..,,,,,£33.95,-9.2%,,,,,,N/A,,,Not listed on competitor,,,,,,,,,,
MED011,"#Septodont Septanest 1:200,000 2.2ml - Box50",Septodont,SEPTA02,MEDICINES,Box (50),£26.14,£30.81,€35.74,15.1%,€42.35,-15.6%,,,,,,£35.46,,https://www.dmi.co.uk/products/septodont-septanest-1-200000-2-2ml-50pk-sept-septa02.html?_gl=1*8fm6d6*_up*MQ..*_ga*NDg0MTE3MTgyLjE3NDQ3Mjk2MDk.*_ga_0T1NKWVSZ2*MTc0NDcyOTYwOS4xLjAuMTc0NDcyOTYwOS4wLjAuMA..,,,,,£33.95,-9.2%,,,,,,N/A,,,Not listed on competitor,,,,,,,,,,
MED023,#Colgate Duraphat Varnish 10ml (FDE74600) - Each,Colgate,CG74600,MEDICINES,Each,£19.11,£28.92,€33.55,33.9%,N/A,N/A,https://www.dmi.ie/products/colgate-duraphat-varnish-10ml-50mg-ml-dmi-pfv010.html?name=Colgate%20Duraphat&type=simple&_gl=1*1wc9mxk*_up*MQ..*_ga*Mzg3OTUzMzY4LjE3NDQwNTQ2ODY.*_ga_0T1NKWVSZ2*MTc0NDA1NDY4Ni4xLjEuMTc0NDA1NTAyNi4wLjAuMA..,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,£30.60,-5.5%,https://www.dentalsky.com/duraphat-varnish-10ml-colgate.html,,,,,N/A,,,Not listed on competitor,,,,,,,,,,
MED030,#Colgate Duraphat 2800 ppm Fluoride Toothpaste 6x75ml -Pack6,Colgate,CG211218,MEDICINES,Pack (6),£16.65,£25.50,€29.58,34.7%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,N/A,N/A,https://www.dentalsky.com/duraphat-2800-toothpaste-colgate.html,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,,,,,,,
MED035,#GSK Corsodyl Mouthwash Mint 6x300ml (60000000108780) - Box6,GSK,60000000108780,MEDICINES,Box (6),£16.96,£28.24,€32.76,39.9%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,N/A,N/A,https://www.dentalsky.com/corsodyl-mint-mouthwash-300ml-bottle-gsk.html,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,,,,,,,
MED041,#Colgate Duraphat 5000 ppm Fluoride Toothpaste - Each,Colgate,CG260822,MEDICINES,Each,£5.06,£10.00,€11.60,49.4%,€12.27,-5.5%,https://www.dmi.ie/products/colgate-duraphat-5000-toothpaste-single-colg-260822a.html?name=Colgate%20Duraphat&type=simple&_gl=1*kxpo7h*_up*MQ..*_ga*NjgyMDc3OTQ3LjE3NDQwNTUxODk.*_ga_0T1NKWVSZ2*MTc0NDA1NTE4OS4xLjAuMTc0NDA1NTE4OS4wLjAuMA..,,,,,£10.27,,https://www.dmi.co.uk/products/colgate-duraphat-5000-toothpaste-single-colg-260822a.html?name=Colgate%20Duraphat&type=simple&_gl=1*kxpo7h*_up*MQ..*_ga*NjgyMDc3OTQ3LjE3NDQwNTUxODk.*_ga_0T1NKWVSZ2*MTc0NDA1NTE4OS4xLjAuMTc0NDA1NTE4OS4wLjAuMA..,,,,,£9.65,3.6%,https://www.dentalsky.com/duraphat-5000-toothpaste-colgate.html,,,,,N/A,,,Not listed on competitor,,,,,,,,,,
MED060,#Dentsply Xylocaine 2% Standard 2.2ml - Box50,Dentsply,502,MEDICINES,Box (50),£19.73,£24.16,€28.03,18.3%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,£23.45,3.0%,https://www.dentalsky.com/xylocaine-2-standard-cartridges-2-2ml-50.html,,,,,N/A,,,Not listed on competitor,,,,,,,,,,
MIS038,Perfection Plus Sterilisation Pouches 57x127mm (PP002/5000),Perfection Plus,002/5000/ 10,MISCELLANEOUS,Box (200),£3.95,£5.03,€5.83,21.5%,€8.30,-29.7%,"https://www.dmi.ie/products/perfection-plus-autoclave-pouches-200pk-57-x-127mm-perf-0025000.html?c[]=1896,2030&name=Sterilisation%20Pouches&type=simple&_gl=1*1fdtnl5*_up*MQ..*_ga*MTgzMzY1OTE1Ni4xNzQ0MTU1NjMx*_ga_0T1NKWVSZ2*MTc0NDE1NTYzMS4xLjEuMTc0NDE1NjA3Ny4wLjAuMA..",,,,,£6.95,,"https://www.dmi.co.uk/products/perfection-plus-autoclave-pouches-200pk-57-x-127mm-perf-0025000.html?c[]=1896,2030&name=Sterilisation%20Pouches&type=simple&_gl=1*1fdtnl5*_up*MQ..*_ga*MTgzMzY1OTE1Ni4xNzQ0MTU1NjMx*_ga_0T1NKWVSZ2*MTc0NDE1NTYzMS4xLjEuMTc0NDE1NjA3Ny4wLjAuMA..",,,,,£8.85,-43.2%,https://www.dentalsky.com/protect-self-seal-sterilisation-pouches-59-x-127mm.html,,,,,N/A,N/A,,Not listed on competitor,,,,,,,,,,
MIS039,Perfection Plus Sterilisation Pouches 85x165mm (PP002/5001),Perfection Plus,002/5001 / 10,MISCELLANEOUS,Box (200),£4.21,£5.51,€6.39,23.6%,€8.99,-28.9%,"https://www.dmi.ie/products/perfection-plus-autoclave-pouches-200pk-85-x-165mm-perf-0025001.html?c[]=1896,2030&name=Sterilisation%20Pouches&type=simple&_gl=1*1fdtnl5*_up*MQ..*_ga*MTgzMzY1OTE1Ni4xNzQ0MTU1NjMx*_ga_0T1NKWVSZ2*MTc0NDE1NTYzMS4xLjEuMTc0NDE1NjA3Ny4wLjAuMA..",,,,,£7.53,,"https://www.dmi.co.uk/products/perfection-plus-autoclave-pouches-200pk-85-x-165mm-perf-0025001.html?c[]=1896,2030&name=Sterilisation%20Pouches&type=simple&_gl=1*1fdtnl5*_up*MQ..*_ga*MTgzMzY1OTE1Ni4xNzQ0MTU1NjMx*_ga_0T1NKWVSZ2*MTc0NDE1NTYzMS4xLjEuMTc0NDE1NjA3Ny4wLjAuMA..",,,,,£9.20,-40.1%,https://www.dentalsky.com/protect-self-seal-sterilisation-pouches-86-x-165mm.html,,,,,N/A,N/A,,Not listed on competitor,,,,,,,,,,
MIS040,Perfection Plus Sterilisation Pouches 85x253mm (PP002/5002),Perfection Plus,002/5002,MISCELLANEOUS,Box (200),£3.33,£5.34,€6.19,37.6%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,£4.95,7.9%,https://www.dentalsky.com/protect-self-seal-sterilisation-pouches-86-x-253mm.html,,,,,N/A,N/A,,Not listed on competitor,,,,,,,,,,
MIS041,Perfection Plus Sterilisation Pouches 135x278mm PP002/5003,Perfection Plus,002/5003,MISCELLANEOUS,Box (200),£6.60,£8.55,€9.92,22.8%,€16.67,-40.5%,"https://www.dmi.ie/products/perfection-plus-autoclave-pouches-200pk-135-x-278mm-perf-0025003.html?c[]=1896,2030&name=Sterilisation%20Pouches&type=simple&_gl=1*17wiboj*_up*MQ..*_ga*MTgzMzY1OTE1Ni4xNzQ0MTU1NjMx*_ga_0T1NKWVSZ2*MTc0NDE1NTYzMS4xLjEuMTc0NDE1NjA3Ny4wLjAuMA..",,,,,£13.96,,"https://www.dmi.co.uk/products/perfection-plus-autoclave-pouches-200pk-135-x-278mm-perf-0025003.html?c[]=1896,2030&name=Sterilisation%20Pouches&type=simple&_gl=1*17wiboj*_up*MQ..*_ga*MTgzMzY1OTE1Ni4xNzQ0MTU1NjMx*_ga_0T1NKWVSZ2*MTc0NDE1NTYzMS4xLjEuMTc0NDE1NjA3Ny4wLjAuMA..",,,,,£14.30,-40.2%,https://www.dentalsky.com/protect-self-seal-sterilisation-pouches-135-x-278mm.html,,,,,N/A,N/A,,Not listed on competitor,,,,,,,,,,
